ID,smiles,solvent_smiles,ratio,value,temp
146,CC(C)(C1=CC=C([*])C=C1)C1=CC=C(OC(=O)O[*])C=C1,CC#N,0.259151814,-6.814557523,313
147,CC(C)(C1=CC=C([*])C=C1)C1=CC=C(OC(=O)O[*])C=C1,CC#N,0.265029263,-6.445011064,313
148,CC(C)(C1=CC=C([*])C=C1)C1=CC=C(OC(=O)O[*])C=C1,CC#N,0.309400606,-6.854463446,313
149,CC(C)(C1=CC=C([*])C=C1)C1=CC=C(OC(=O)O[*])C=C1,CC#N,0.340297915,-6.832135917,313
150,CC(C)(C1=CC=C([*])C=C1)C1=CC=C(OC(=O)O[*])C=C1,CC#N,0.363379128,-6.730765158,313
151,CC(C)(C1=CC=C([*])C=C1)C1=CC=C(OC(=O)O[*])C=C1,CC#N,0.370027702,-6.46050927,313
152,CC(C)(C1=CC=C([*])C=C1)C1=CC=C(OC(=O)O[*])C=C1,CC#N,0.421609759,-6.218183498,313
153,CC(C)(C1=CC=C([*])C=C1)C1=CC=C(OC(=O)O[*])C=C1,CC#N,0.459840193,-6.336989585,313
154,CC(C)(C1=CC=C([*])C=C1)C1=CC=C(OC(=O)O[*])C=C1,CC#N,0.475907449,-6.241876931,313
155,[*]CC([*])OC(C)=O,CC#N,0.01522235,-6.674880111,313
156,[*]CC([*])OC(C)=O,CC#N,0.020304837,-6.579461239,313
157,[*]CC([*])OC(C)=O,CC#N,0.024961514,-6.591709847,313
158,[*]CC([*])OC(C)=O,CC#N,0.044135216,-6.44205562,313
159,[*]CC([*])OC(C)=O,CC#N,0.058534737,-6.26858637,313
160,[*]CC([*])OC(C)=O,CC#N,0.060832895,-6.358954305,313
161,[*]CC([*])OC(C)=O,CC#N,0.063811913,-6.24224977,313
162,[*]CC([*])OC(C)=O,CC#N,0.08271939,-6.198171416,313
163,[*]CC([*])OC(C)=O,CC#N,0.095007725,-6.3405223,313
164,[*]CC([*])OC(C)=O,CC#N,0.100132847,-6.114276599,313
165,[*]CC([*])OC(C)=O,CC#N,0.108474341,-6.496839841,313
166,[*]CC([*])OC(C)=O,CC#N,0.145187599,-5.97173721,313
167,[*]CC([*])OC(C)=O,CC#N,0.160835529,-5.724173224,313
168,[*]CC([*])OC(C)=O,CC#N,0.167386973,-5.718103615,313
169,[*]CC([*])OC(C)=O,CC#N,0.177838898,-5.987319894,313
170,[*]CC([*])OC(C)=O,CC#N,0.197847117,-5.555754374,313
171,[*]CC([*])OC(C)=O,CC#N,0.210659168,-5.706181074,313
172,[*]CC([*])OC(C)=O,CC#N,0.221700007,-5.451129112,313
173,[*]CC([*])OC(C)=O,CC#N,0.223999183,-5.650354075,313
174,[*]CC([*])OC(C)=O,CO,0.02601577,-6.337312955,313
175,[*]CC([*])OC(C)=O,CO,0.031945091,-6.471533723,313
176,[*]CC([*])OC(C)=O,CO,0.03931031,-6.320188555,313
177,[*]CC([*])OC(C)=O,CO,0.056932154,-6.190810808,313
178,[*]CC([*])OC(C)=O,CO,0.067959576,-6.302515431,313
179,[*]CC([*])OC(C)=O,CO,0.082611119,-5.948854771,313
180,[*]CC([*])OC(C)=O,CO,0.099122632,-5.969484048,313
181,[*]CC([*])OC(C)=O,CO,0.106856842,-6.365753346,313
182,[*]CC([*])OC(C)=O,CO,0.121926201,-5.773566269,313
183,[*]CC([*])OC(C)=O,CO,0.129787721,-5.869927671,313
184,[*]CC([*])OC(C)=O,CO,0.136179878,-6.040726687,313
185,[*]CC([*])OC(C)=O,CO,0.162373612,-5.89607229,313
186,[*]CC([*])c1ccccc1,CC1=CC=CC=C1,0.31105651,-6.786768703,303
187,[*]CC([*])c1ccccc1,CC1=CC=CC=C1,0.192316351,-7.011636377,303
188,[*]CC([*])C  ,CC1=CC=CC=C1,0.004422183,-7.494166634,303
189,[*]CC([*])OC(C)=O,C(Cl)(Cl)Cl,0.087296562,-7.566816355,308
