ID,smiles,value,gas
321,[*]c1ccc(Oc2cccc3c(Oc4ccc(S([*])(=O)=O)cc4)cccc23)cc1,4.160515978,CH4
322,[*]c1ccc(Oc2cccc3c(Oc4ccc(S([*])(=O)=O)cc4)cccc23)cc1,12.86403962,CO2
323,[*]c1ccc(Oc2cccc3c(Oc4ccc(S([*])(=O)=O)cc4)cccc23)cc1,0.792537497,N2
324,[*]c1ccc(Oc2cccc3c(Oc4ccc(S([*])(=O)=O)cc4)cccc23)cc1,1.198595549,O2
325,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,10.43008855,CH4
326,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,104.0344758,CO2
327,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,1.487804854,N2
328,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,2.465122059,O2
329,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc4C)cc3)cc2)c(C)c1,5.818212993,CH4
330,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc4C)cc3)cc2)c(C)c1,28.9812177,CO2
331,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc4C)cc3)cc2)c(C)c1,0.954450484,N2
332,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc4C)cc3)cc2)c(C)c1,1.572193893,O2
333,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,5.360261097,CH4
334,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,29.06346037,CO2
335,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,0.823111919,N2
336,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,1.390389544,O2
337,[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(-c4cc(C)c([*])c(C)c4C)c(C)c3C)cc2)cc1,3.126552225,CH4
338,[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(-c4cc(C)c([*])c(C)c4C)c(C)c3C)cc2)cc1,9.721168657,CO2
339,[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(-c4cc(C)c([*])c(C)c4C)c(C)c3C)cc2)cc1,0.597076802,N2
340,[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(-c4cc(C)c([*])c(C)c4C)c(C)c3C)cc2)cc1,0.918566782,O2
341,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,4.640158194,CH4
342,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,25.80286592,CO2
343,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,0.941340238,N2
344,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,1.293689052,O2
345,[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,4.208186186,CH4
346,[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,25.15752588,CO2
347,[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,0.663570684,N2
348,[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,1.159238249,O2
349,[*]NC(=O)c1cc(C(c2ccc(C(=O)O)c(C(=O)Nc3cc(Oc4ccc(N)c([*])c4)ccc3N)c2)(C(F)(F)F)C(F)(F)F)ccc1C(=O)O,4.795678301,CH4
350,[*]NC(=O)c1cc(C(c2ccc(C(=O)O)c(C(=O)Nc3cc(Oc4ccc(N)c([*])c4)ccc3N)c2)(C(F)(F)F)C(F)(F)F)ccc1C(=O)O,68.96912009,CO2
351,[*]NC(=O)c1cc(C(c2ccc(C(=O)O)c(C(=O)Nc3cc(Oc4ccc(N)c([*])c4)ccc3N)c2)(C(F)(F)F)C(F)(F)F)ccc1C(=O)O,0.764263614,N2
352,[*]NC(=O)c1cc(C(c2ccc(C(=O)O)c(C(=O)Nc3cc(Oc4ccc(N)c([*])c4)ccc3N)c2)(C(F)(F)F)C(F)(F)F)ccc1C(=O)O,1.302089638,O2
353,[*]Cc1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,3.299022648,CH4
354,[*]Cc1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,14.96750479,CO2
355,[*]Cc1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,0.487999644,N2
356,[*]Cc1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,0.888150329,O2
357,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,2.906166667,CH4
358,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,13.43348238,CO2
359,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,0.427642742,N2
360,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,0.798744648,O2
361,[*]c1ccc(Oc2ccc(Cc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,1.744032416,CH4
362,[*]c1ccc(Oc2ccc(Cc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,11.25211927,CO2
363,[*]c1ccc(Oc2ccc(Cc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,0.267404619,N2
364,[*]c1ccc(Oc2ccc(Cc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,0.529397661,O2
365,[*]c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,1.768603638,CH4
366,[*]c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,12.29010603,CO2
367,[*]c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,0.257320074,N2
368,[*]c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,0.513714652,O2
369,[*]c1ccc(Oc2ccc3cc(Oc4ccc(S([*])(=O)=O)cc4)ccc3c2)cc1,3.392793092,CH4
370,[*]c1ccc(Oc2ccc3cc(Oc4ccc(S([*])(=O)=O)cc4)ccc3c2)cc1,22.57965673,CO2
371,[*]c1ccc(Oc2ccc3cc(Oc4ccc(S([*])(=O)=O)cc4)ccc3c2)cc1,0.486233673,N2
372,[*]c1ccc(Oc2ccc3cc(Oc4ccc(S([*])(=O)=O)cc4)ccc3c2)cc1,0.898669481,O2
373,[*]c1ccc(Oc2ccc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3c2)cc1,3.181515117,CH4
374,[*]c1ccc(Oc2ccc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3c2)cc1,23.45661988,CO2
375,[*]c1ccc(Oc2ccc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3c2)cc1,0.457016049,N2
376,[*]c1ccc(Oc2ccc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3c2)cc1,0.85558684,O2
377,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(C([*])(C)C)c4)cc3)cc2)cc1,6.310872483,CH4
378,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(C([*])(C)C)c4)cc3)cc2)cc1,48.48480761,CO2
379,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(C([*])(C)C)c4)cc3)cc2)cc1,0.845339487,N2
380,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(C([*])(C)C)c4)cc3)cc2)cc1,1.466834233,O2
381,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5ccc(C([*])(C)C)cc5)cc4C)cc3)cc2)c(C)c1,11.17286139,CH4
382,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5ccc(C([*])(C)C)cc5)cc4C)cc3)cc2)c(C)c1,63.99385853,CO2
383,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5ccc(C([*])(C)C)cc5)cc4C)cc3)cc2)c(C)c1,1.78428842,N2
384,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5ccc(C([*])(C)C)cc5)cc4C)cc3)cc2)c(C)c1,2.746346083,O2
385,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4C)cc3)cc2)c(C)c1,4.570528851,CH4
386,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4C)cc3)cc2)c(C)c1,28.21777415,CO2
387,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4C)cc3)cc2)c(C)c1,0.71367975,N2
388,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4C)cc3)cc2)c(C)c1,1.148091823,O2
389,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(C([*])(C)C)cc5)cc4)cc3)cc2)cc1,2.146981218,CH4
390,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(C([*])(C)C)cc5)cc4)cc3)cc2)cc1,7.448946756,CO2
391,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(C([*])(C)C)cc5)cc4)cc3)cc2)cc1,0.404506886,N2
392,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(C([*])(C)C)cc5)cc4)cc3)cc2)cc1,0.643850879,O2
393,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4)cc3)cc2)cc1,15.22871633,CH4
394,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4)cc3)cc2)cc1,132.9864937,CO2
395,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4)cc3)cc2)cc1,2.224423081,N2
396,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4)cc3)cc2)cc1,3.443564658,O2
397,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)c5ccccc5)cc4)cc3)cc2)cc1,2.919678087,CH4
398,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)c5ccccc5)cc4)cc3)cc2)cc1,17.8029116,CO2
399,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)c5ccccc5)cc4)cc3)cc2)cc1,0.434066586,N2
400,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)c5ccccc5)cc4)cc3)cc2)cc1,0.813292121,O2
401,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C5([*])CCCCC5)cc4C)cc3)cc2)c(C)c1,4.178041289,CH4
402,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C5([*])CCCCC5)cc4C)cc3)cc2)c(C)c1,22.34193104,CO2
403,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C5([*])CCCCC5)cc4C)cc3)cc2)c(C)c1,0.604144224,N2
404,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C5([*])CCCCC5)cc4C)cc3)cc2)c(C)c1,1.078033376,O2
405,[*]c1ccc(Oc2ccc(C(=O)c3ccc(-c4ccc(C(=O)c5ccc(Oc6ccc(C([*])(C)C)cc6)cc5)cc4)cc3)cc2)cc1,2.518274106,CH4
406,[*]c1ccc(Oc2ccc(C(=O)c3ccc(-c4ccc(C(=O)c5ccc(Oc6ccc(C([*])(C)C)cc6)cc5)cc4)cc3)cc2)cc1,16.93582662,CO2
407,[*]c1ccc(Oc2ccc(C(=O)c3ccc(-c4ccc(C(=O)c5ccc(Oc6ccc(C([*])(C)C)cc6)cc5)cc4)cc3)cc2)cc1,0.393009561,N2
408,[*]c1ccc(Oc2ccc(C(=O)c3ccc(-c4ccc(C(=O)c5ccc(Oc6ccc(C([*])(C)C)cc6)cc5)cc4)cc3)cc2)cc1,0.724740177,O2
409,[*]c1ccc(Oc2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc(Oc6ccc(C([*])(C)C)cc6)cc5C4=O)c2)C3=O)cc1,4.745994712,CH4
410,[*]c1ccc(Oc2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc(Oc6ccc(C([*])(C)C)cc6)cc5C4=O)c2)C3=O)cc1,30.67216817,CO2
411,[*]c1ccc(Oc2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc(Oc6ccc(C([*])(C)C)cc6)cc5C4=O)c2)C3=O)cc1,0.677612744,N2
412,[*]c1ccc(Oc2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc(Oc6ccc(C([*])(C)C)cc6)cc5C4=O)c2)C3=O)cc1,1.210309902,O2
413,[*]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(S([*])(=O)=O)cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,5.245190024,CH4
414,[*]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(S([*])(=O)=O)cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,31.36273339,CO2
415,[*]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(S([*])(=O)=O)cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,0.816550297,N2
416,[*]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(S([*])(=O)=O)cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,1.385469251,O2
417,[*]c1ccc2c(c1)C(=O)n1c-2nc2ccc(Oc3ccc4nc5n(c4c3)C(=O)c3cc(C([*])(C(F)(F)F)C(F)(F)F)ccc3-5)cc21,14.78184278,CH4
418,[*]c1ccc2c(c1)C(=O)n1c-2nc2ccc(Oc3ccc4nc5n(c4c3)C(=O)c3cc(C([*])(C(F)(F)F)C(F)(F)F)ccc3-5)cc21,94.83304697,CO2
419,[*]c1ccc2c(c1)C(=O)n1c-2nc2ccc(Oc3ccc4nc5n(c4c3)C(=O)c3cc(C([*])(C(F)(F)F)C(F)(F)F)ccc3-5)cc21,2.164341566,N2
420,[*]c1ccc2c(c1)C(=O)n1c-2nc2ccc(Oc3ccc4nc5n(c4c3)C(=O)c3cc(C([*])(C(F)(F)F)C(F)(F)F)ccc3-5)cc21,3.357558465,O2
421,[*]Sc1ccc([*])cc1,1.217532191,CH4
422,[*]Sc1ccc([*])cc1,4.313165572,CO2
423,[*]Sc1ccc([*])cc1,0.185919539,N2
424,[*]Sc1ccc([*])cc1,0.380822667,O2
425,[*]c1ccc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N([*])C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1,14.60895555,CH4
426,[*]c1ccc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N([*])C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1,104.5359462,CO2
427,[*]c1ccc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N([*])C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1,2.20339315,N2
428,[*]c1ccc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N([*])C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1,3.322483132,O2
429,[*]c1ccc(C)c(N2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,10.43008855,CH4
430,[*]c1ccc(C)c(N2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,104.0344758,CO2
431,[*]c1ccc(C)c(N2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,1.487804854,N2
432,[*]c1ccc(C)c(N2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,2.465122059,O2
433,[*]c1ccc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,13.85010889,CH4
434,[*]c1ccc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,110.1021909,CO2
435,[*]c1ccc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,1.946068218,N2
436,[*]c1ccc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,3.016502977,O2
437,[*]c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,4.888801329,CH4
438,[*]c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,97.53809977,CO2
439,[*]c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,0.697878272,N2
440,[*]c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,1.163772708,O2
441,[*]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,7.892483229,CH4
442,[*]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,71.40718786,CO2
443,[*]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,1.074383329,N2
444,[*]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,1.850445159,O2
445,[*]c1cccc(Oc2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)c1,11.18379813,CH4
446,[*]c1cccc(Oc2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)c1,73.81140369,CO2
447,[*]c1cccc(Oc2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)c1,1.675702033,N2
448,[*]c1cccc(Oc2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)c1,2.571544259,O2
449,[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(C([*])(C)C)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,11.18379813,CH4
450,[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(C([*])(C)C)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,73.81140369,CO2
451,[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(C([*])(C)C)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,1.675702033,N2
452,[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(C([*])(C)C)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,2.571544259,O2
453,[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(C([*])(C)C)cc4)C5=O)cc3C2=O)cc1,9.3401541,CH4
454,[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(C([*])(C)C)cc4)C5=O)cc3C2=O)cc1,59.78421247,CO2
455,[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(C([*])(C)C)cc4)C5=O)cc3C2=O)cc1,1.302602461,N2
456,[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(C([*])(C)C)cc4)C5=O)cc3C2=O)cc1,2.123354339,O2
457,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,9.44221019,CH4
458,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,74.64630393,CO2
459,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,1.485747369,N2
460,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,2.341031608,O2
461,[*]c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,11.17286139,CH4
462,[*]c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,63.99385853,CO2
463,[*]c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,1.78428842,N2
464,[*]c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,2.746346083,O2
465,[*]c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,2.062583596,CH4
466,[*]c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,6.316972624,CO2
467,[*]c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,0.375934028,N2
468,[*]c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,0.582876106,O2
469,[*]c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,11.18379813,CH4
470,[*]c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,73.81140369,CO2
471,[*]c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,1.675702033,N2
472,[*]c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,2.571544259,O2
473,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,6.310872483,CH4
474,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,48.48480761,CO2
475,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,0.845339487,N2
476,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,1.466834233,O2
477,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,13.10136423,CH4
478,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,97.2318274,CO2
479,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,1.964517431,N2
480,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,2.954760898,O2
481,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,4.570528851,CH4
482,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,28.21777415,CO2
